Name,NPC,Rarity,Source,img URL,#
Not A Wizard Magical Trinket,Old Farmhand,Uncommon,Louise Hill,https://dappervolk.com/img/items/1/1214-hbTPIluKuZ-not-a-wizard-magical-trinket.png,1214
Glume's Black Vine Chain,Glume,Uncommon,3's Forest,https://dappervolk.com/img/items/1/1215-pxoZ0eihW4-glumes-black-vine-chain.png,1215
Lilia's Golden Flower Gem Necklace,Lilia,Uncommon,Louise Hill,https://dappervolk.com/img/items/1/1216-uant2TrjD2-lilias-golden-flower-gem-necklace.png,1216
Mycel's Dreamy Potion Swirls,Mycel,Uncommon,3's Forest,https://dappervolk.com/img/items/1/1217-4FeDb54z2S-mycels-dreamy-potion-swirls.png,1217
Trout's Orange Ankle Sparks,Trout,Uncommon,3's Forest,https://dappervolk.com/img/items/1/1218-agJapy21Q8-trouts-orange-ankle-sparks.png,1218
Egg Nest,n/a,Common,Alchemy - Random,https://dappervolk.com/img/items/1/1219-KZXKHpE4QV-egg-nest.png,1219
Egg Friends,n/a,unknown,Alchemy - Random,https://dappervolk.com/img/items/1/1220-KvSwV3lrSj-egg-friends.png,1220
Shark Friend,n/a,unknown,Alchemy - Random,https://dappervolk.com/img/items/1/1221-KyZYZvOyzs-shark-friend.png,1221
Shark Plush,n/a,Common,Alchemy - Random,https://dappervolk.com/img/items/1/1222-WhEfpEzQxs-shark-plush.png,1222
Blue Egg Nest,n/a,unknown,Alchemy - Random,https://dappervolk.com/img/items/1/1223-666ty4aPnX-blue-egg-nest.png,1223
Blue Egg Friends,n/a,unknown,Alchemy - Random,https://dappervolk.com/img/items/1/1224-ui95CBxeYm-blue-egg-friends.png,1224
Shadow Shark Friend,n/a,unknown,Alchemy - Random,https://dappervolk.com/img/items/1/1225-do2GnHvPAr-shadow-shark-friend.png,1225
Shadow Shark Plush,n/a,unknown,Alchemy - Random,https://dappervolk.com/img/items/1/1226-9WFC2kJvoi-shadow-shark-plush.png,1226
Pink Egg Nest,n/a,unknown,Alchemy - Recipe,https://dappervolk.com/img/items/1/1227-EJecrMYfq7-pink-egg-nest.png,1227
Pink Egg Friends,n/a,unknown,Alchemy - Recipe,https://dappervolk.com/img/items/1/1228-SoRy1bACUx-pink-egg-friends.png,1228
Gold Shark Friend,n/a,unknown,Alchemy - Recipe,https://dappervolk.com/img/items/1/1229-xkUhMsh3GM-gold-shark-friend.png,1229
Gold Shark Plush,n/a,unknown,Alchemy - Recipe,https://dappervolk.com/img/items/1/1230-IsIHEVE8dO-gold-shark-plush.png,1230
Black Royal Cloak,n/a,Limited,Referral,https://dappervolk.com/img/items/1/1231-ZtydDvAxa5-black-royal-cloak.png,1231
Red Royal Cloak,n/a,Limited,Referral,https://dappervolk.com/img/items/1/1232-1oqAjJ54pg-red-royal-cloak.png,1232
Black Royal Crown,n/a,Limited,Referral,https://dappervolk.com/img/items/1/1233-Y5A5LYzkdV-black-royal-crown.png,1233
Red Royal Crown,n/a,Limited,Referral,https://dappervolk.com/img/items/1/1234-1sRHJBGItL-red-royal-crown.png,1234
Black Royal Sceptor,n/a,Limited,Referral,https://dappervolk.com/img/items/1/1235-oeHddRgHjH-black-royal-sceptor.png,1235
Red Royal Sceptor,n/a,Limited,Referral,https://dappervolk.com/img/items/1/1236-PYNkdAW0hT-red-royal-sceptor.png,1236
Louise Hill Produce,n/a,Rare,Adventuring,https://dappervolk.com/img/items/1/1237-wJcmA6fxGs-louise-hill-produce.png,1237
Vaer Reef Kelp Garden,n/a,Rare,Adventuring,https://dappervolk.com/img/items/1/1238-N2vUdQh9C8-vaer-reef-kelp-garden.png,1238
Tenacious Hill Rabbit,n/a,Rare,Adventuring,https://dappervolk.com/img/items/1/1239-S7acZAuiZJ-tenacious-hill-rabbit.png,1239
Honourable Hill Rabbit,n/a,Rare,Adventuring,https://dappervolk.com/img/items/1/1240-WrTsocJOP8-honourable-hill-rabbit.png,1240
Charming Hill Rabbit,n/a,Rare,Adventuring,https://dappervolk.com/img/items/1/1241-nU6lKvWHK1-charming-hill-rabbit.png,1241
Comprehensive Hill Rabbit,n/a,Rare,Adventuring,https://dappervolk.com/img/items/1/1242-ebbMB9q5dj-comprehensive-hill-rabbit.png,1242
Prismatic Hill Rabbit,n/a,Rare,Alchemy - Recipe,https://dappervolk.com/img/items/1/1243-GcVFuaXzTU-prismatic-hill-rabbit.png,1243
Tenacious Sea Serpent,n/a,Rare,Adventuring,https://dappervolk.com/img/items/1/1244-iVbzzurpi7-tenacious-sea-serpent.png,1244
Honourable Sea Serpent,n/a,Rare,Adventuring,https://dappervolk.com/img/items/1/1245-KXQrIzbZp6-honourable-sea-serpent.png,1245
Charming Sea Serpent,n/a,Rare,Adventuring,https://dappervolk.com/img/items/1/1246-8G1Ls007aO-charming-sea-serpent.png,1246
Comprehensive Sea Serpent,n/a,Rare,Adventuring,https://dappervolk.com/img/items/1/1247-w6KQHgzZ9K-comprehensive-sea-serpent.png,1247
Prismatic Sea Serpent,n/a,Rare,Adventuring,https://dappervolk.com/img/items/1/1248-2B6khGBQ4n-prismatic-sea-serpent.png,1248
Prismatic Single Horn,n/a,Rare,Adventuring,https://dappervolk.com/img/items/1/1249-Eo961b1l68-prismatic-single-horn.png,1249
Prismatic Capelet,n/a,Rare,Adventuring,https://dappervolk.com/img/items/1/1250-YvHjOW1iWN-prismatic-capelet.png,1250
Prismatic Wings,n/a,Rare,Adventuring,https://dappervolk.com/img/items/1/1251-IvmmlTrIRf-prismatic-wings.png,1251
Astra's Golden Telescope,Astra,Rare,Aviar Cove,https://dappervolk.com/img/items/1/1252-D5oAFi0JzI-astras-golden-telescope.png,1252
Barclay's Reading Spot,Barclay,Rare,3's Forest,https://dappervolk.com/img/items/1/1253-VA9xngw94W-barclays-reading-spot.png,1253
Bearnard's Turnip Stew,Bearnard,Rare,Louise Hill,https://dappervolk.com/img/items/1/1254-ZYBYmD2ITd-bearnards-turnip-stew.png,1254
Buli's Scientific Equipment,Buli,Rare,Louise Hill,https://dappervolk.com/img/items/1/1255-Do8yNcEmCk-bulis-scientific-equipment.png,1255
Cairn's Music Player,Cairn,Rare,Silvie's Mine,https://dappervolk.com/img/items/1/1256-rS3FJ2EkhY-cairns-music-player.png,1256
Calbet's Picnic Basket,Calbet,Rare,Louise Hill,https://dappervolk.com/img/items/1/1257-eLIjHPObOT-calbets-picnic-basket.png,1257
Carneau's Old Courier Bag,Carneau,Rare,Aviar Cove,https://dappervolk.com/img/items/1/1258-JHFfARopIo-carneaus-old-courier-bag.png,1258
Celestine's Blue Essence Rings,Celestine,Rare,Aviar Cove,https://dappervolk.com/img/items/1/1259-XCT6SlzrIJ-celestines-blue-essence-rings.png,1259
Fantasia's Desert Hood,Fantasia,Rare,Louise Hill,https://dappervolk.com/img/items/1/1260-TsG94ynhUs-fantasias-desert-hood.png,1260
Not A Wizard Beard,Old Farmhand,Rare,Louise Hill,https://dappervolk.com/img/items/1/1261-H2TOfTXwPu-not-a-wizard-beard.png,1261
Glume's Rose Vines,Glume,Rare,3's Forest,https://dappervolk.com/img/items/1/1262-IZg8Nt8BW5-glumes-rose-vines.png,1262
Idra's Flower Basket,Idra,Rare,Silvie's Mine,https://dappervolk.com/img/items/1/1263-PrECSZrV1M-idras-flower-basket.png,1263
Irin's Forest Sprites,Irin,Rare,3's Forest,https://dappervolk.com/img/items/1/1264-NHBX98NceJ-irins-forest-sprites.png,1264
Johaness' Bell Staff,Johaness,Rare,Aviar Cove,https://dappervolk.com/img/items/1/1265-06Fg3Ac0rg-johaness-bell-staff.png,1265
Lief's Lightbulb Crown,Lief,Rare,Aviar Cove,https://dappervolk.com/img/items/1/1266-Z9w408wrFb-liefs-lightbulb-crown.png,1266
Lilia's Battle Dress,Lilia,Rare,Louise Hill,https://dappervolk.com/img/items/1/1267-qY6BLXoPG0-lilias-battle-dress.png,1267
Magdalene's Skin,Magdalene,Rare,3's Forest,https://dappervolk.com/img/items/1/1268-mEJh5VJccY-magdalenes-skin.png,1268
Marvel's Breakfast Table,Marvel,Rare,Silvie's Mine,https://dappervolk.com/img/items/1/1269-vhfG1yCUke-marvels-breakfast-table.png,1269
Mycel's Forest Fox,Mycel,Rare,3's Forest,https://dappervolk.com/img/items/1/1270-KBGRFr3Xc7-mycels-forest-fox.png,1270
Nigel's Cool Cape,Nigel,Rare,Silvie's Mine,https://dappervolk.com/img/items/1/1271-bOO20HQumD-nigels-cool-cape.png,1271
Pascal's Spelunking Gear,Thomas&Pascal,Rare,Silvie's Mine,https://dappervolk.com/img/items/1/1272-dagL0CcbwF-pascals-spelunking-gear.png,1272
Pellier's Bookshelf,Pellier,Rare,Aviar Cove,https://dappervolk.com/img/items/1/1273-qnKESrAOPs-pelliers-bookshelf.png,1273
Trout's Mr. Turnip Helmet,Trout,Rare,3's Forest,https://dappervolk.com/img/items/1/1274-kCIHsbBBwl-trouts-mr-turnip-helmet.png,1274
Visindy's Worm Terrarium,Visindy,Rare,Silvie's Mine,https://dappervolk.com/img/items/1/1275-M8WYDqP3WV-visindys-worm-terrarium.png,1275
Black Heart Greaves,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1276-9cSD89DQ0m-black-heart-greaves.png,1276
Black Heart Chest Plate,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1277-42uf08oXPh-black-heart-chest-plate.png,1277
Black Heart Head Piece,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1278-sSZ6zMZnJL-black-heart-head-piece.png,1278
Black Heart Lightning Greaves,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1279-p58UsdyBqz-black-heart-lightning-greaves.png,1279
Black Heart Lightning Chest Plate,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1280-lcRugupibk-black-heart-lightning-chest-plate.png,1280
Black Heart Lightning Head Piece,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1281-PEwykIl9IZ-black-heart-lightning-head-piece.png,1281
Red Heart Greaves,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1282-uQLhPtqDOb-red-heart-greaves.png,1282
Red Heart Chest Plate,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1283-SKOmt3oJGS-red-heart-chest-plate.png,1283
Red Heart Head Piece,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1284-2hzpqTiiDf-red-heart-head-piece.png,1284
Red Heart Shining Greaves,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1285-rFZ2bAA8EI-red-heart-shining-greaves.png,1285
Red Heart Shining Chest Plate,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1286-iT7wuA6LVI-red-heart-shining-chest-plate.png,1286
Red Heart Shining Head Piece,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1287-nakduiVKyG-red-heart-shining-head-piece.png,1287
Cold Heart Bandana,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1288-38bcS95ZxR-cold-heart-bandana.png,1288
Cold Heart Hat,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1289-fhRc7cRigL-cold-heart-hat.png,1289
Cold Heart Jacket,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1290-jvhf23IgZC-cold-heart-jacket.png,1290
Cold Heart Trousers,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1291-jnH3qor2vu-cold-heart-trousers.png,1291
Cold Heart Pike,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1292-HAp8n9L1za-cold-heart-pike.png,1292
Cold Heart Long Skirt,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1293-XMtsQ86Nmo-cold-heart-long-skirt.png,1293
Cold Heart Lightning Bandana,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1294-ZujeRvluFw-cold-heart-lightning-bandana.png,1294
Cold Heart Lightning Hat,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1295-Pi6pxC10cC-cold-heart-lightning-hat.png,1295
Cold Heart Lightning Jacket,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1296-Ns2oDE2Pad-cold-heart-lightning-jacket.png,1296
Cold Heart Lightning Trousers,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1297-M7YVlITi8I-cold-heart-lightning-trousers.png,1297
Cold Heart Lightning Pike,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1298-bMMcsH5HRP-cold-heart-lightning-pike.png,1298
Cold Heart Lightning Long Skirt,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1299-VYTlnFbSf3-cold-heart-lightning-long-skirt.png,1299
Warm Heart Bouquet,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1300-CZl6N8ECpR-warm-heart-bouquet.png,1300
Warm Heart Hat,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1301-Qe34rupru2-warm-heart-hat.png,1301
Warm Heart Trousers,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1302-zt7ckxH3k0-warm-heart-trousers.png,1302
Warm Heart Scarf,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1303-u9nohcbuxY-warm-heart-scarf.png,1303
Warm Heart Blouse,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1304-RMYR2dm0pm-warm-heart-blouse.png,1304
Warm Heart Skirt,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1305-1oaB2aenl5-warm-heart-skirt.png,1305
Warm Heart Shining Bouquet,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1306-ixUklSEdvE-warm-heart-shining-bouquet.png,1306
Warm Heart Shining Hat,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1307-lc0QaQZgBG-warm-heart-shining-hat.png,1307
Warm Heart Shining Trousers,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1308-AOEeJH5o2P-warm-heart-shining-trousers.png,1308
Warm Heart Shining Scarf,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1309-l5iYPeKM6A-warm-heart-shining-scarf.png,1309
Warm Heart Shining Blouse,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1310-wmpg8K30nL-warm-heart-shining-blouse.png,1310
Warm Heart Shining Skirt,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1311-3NCQKZKcTR-warm-heart-shining-skirt.png,1311
Summer Picnic Basket,n/a,Seasonal,Event,https://dappervolk.com/img/items/1/1315-aujplWN3g3-summer-picnic-basket.png,1315
Summer Leaf Belt,n/a,Seasonal,Event,https://dappervolk.com/img/items/1/1316-vLF2KkvJgz-summer-leaf-belt.png,1316
Summer Wild Flowers,n/a,Seasonal,Event,https://dappervolk.com/img/items/1/1317-o5tj2jqkm6-summer-wild-flowers.png,1317
Summer Sun Hat,n/a,Seasonal,Event,https://dappervolk.com/img/items/1/1318-W5KNil68nu-summer-sun-hat.png,1318
Summer Long Hair,n/a,Seasonal,Event,https://dappervolk.com/img/items/1/1319-2DhlRnMZmt-summer-long-hair.png,1319
Summer Sandals,n/a,Seasonal,Event,https://dappervolk.com/img/items/1/1320-VaPRZ0ff9p-summer-sandals.png,1320
Summer Tied Shirt,n/a,Seasonal,Event,https://dappervolk.com/img/items/1/1321-hlfO62dQv1-summer-tied-shirt.png,1321
Summer Short Hair,n/a,Seasonal,Event,https://dappervolk.com/img/items/1/1322-4HFvNu4xjp-summer-short-hair.png,1322
Summer Toga,n/a,Seasonal,Event,https://dappervolk.com/img/items/1/1323-TbNZL3JZMW-summer-toga.png,1323
Autumn Bandages,,Seasonal,Event,https://dappervolk.com/img/items/1/1324-TcdjX3F1na-autumn-bandages.png,1324
Autumn Belt,,Seasonal,Event,https://dappervolk.com/img/items/1/1325-detzgtorWs-autumn-belt.png,1325
Autumn Shirt,,Seasonal,Event,https://dappervolk.com/img/items/1/1326-O9bIVkYDum-autumn-shirt.png,1326
Winter Bowtied Boots,Agnes,Seasonal,Event,https://dappervolk.com/img/items/1/1327-zx9yhZ876F-winter-bowtied-boots.png,1327
Winter Bell Coat,Agnes,Seasonal,Event,https://dappervolk.com/img/items/1/1328-KGpoqd36c6-winter-bell-coat.png,1328
Winter Hair Ornament,Agnes,Seasonal,Event,https://dappervolk.com/img/items/1/1329-SXfqaEpzBj-winter-hair-ornament.png,1329
Winter Braids,Agnes,Seasonal,Event,https://dappervolk.com/img/items/1/1330-O4P5VDiBHd-winter-braids.png,1330
Winter Scarf,Agnes,Seasonal,Event,https://dappervolk.com/img/items/1/1331-qSTa8aaGKd-winter-scarf.png,1331
Winter Ribbon Sweater,Agnes,Seasonal,Event,https://dappervolk.com/img/items/1/1332-OoGa5Lr6qP-winter-ribbon-sweater.png,1332
Winter Short Hair,Agnes,Seasonal,Event,https://dappervolk.com/img/items/1/1333-5uFTQ4USh7-winter-short-hair.png,1333
Winter Worker's Boots,Agnes,Seasonal,Event,https://dappervolk.com/img/items/1/1334-2r12ST3SWG-winter-workers-boots.png,1334
Winter Suspender Pants,Agnes,Seasonal,Event,https://dappervolk.com/img/items/1/1335-0ycu91HWDa-winter-suspender-pants.png,1335
Mothlike Third Eye,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1336-KerAfEa7PK-mothlike-third-eye.png,1336
Mothlike Stained Claws,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1337-PLDmsr6Wau-mothlike-stained-claws.png,1337
Mothlike Winged Coat,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1338-7Zx7X1DMkt-mothlike-winged-coat.png,1338
Mothlike Single Iris Gaze,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1339-D7lG2pw4j6-mothlike-single-iris-gaze.png,1339
Mothlike Feathered Feet,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1340-BmtiZMHboQ-mothlike-feathered-feet.png,1340
Mothlike Long Feeler Hairstyle,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1341-QuM2Ocvtg9-mothlike-long-feeler-hairstyle.png,1341
Moth Familiars,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1342-PziwaAS0VD-moth-familiars.png,1342
Mothlike Fangs,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1343-7GpXYGQLZZ-mothlike-fangs.png,1343
Mothlike Crest,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1344-Y7vyxgDEHd-mothlike-crest.png,1344
Mothlike Puffy Tights,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1345-0d6WUSYqPk-mothlike-puffy-tights.png,1345
Mothlike Tied Feeler Hairstyle,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1346-SvXAZwa9NB-mothlike-tied-feeler-hairstyle.png,1346
Mothlike Wings,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1347-4E9UlftYDF-mothlike-wings.png,1347
Ornate Horns Of Loyalty,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1428-WuUHNwdaoW-ornate-horns-of-loyalty.png,1428
Silken Brocade Of Loyalty,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1429-VmDbLHQq0F-silken-brocade-of-loyalty.png,1429
Silken Wingsuit Of Loyalty,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1430-VMvWPvLHMZ-silken-wingsuit-of-loyalty.png,1430
Turara Deity,n/a,Seasonal,Alchemy - Random,https://dappervolk.com/img/items/1/1431-MY2vpwu6CS-turara-deity.png,1431
Prismatic Fields Backdrop,n/a,Seasonal,Adventuring,https://dappervolk.com/img/items/1/1432-EMvCBMK3sR-prismatic-fields-backdrop.png,1432
Ivita's Mask,n/a,unknown,Alchemy - Random,https://dappervolk.com/img/items/1/1434-tTm548XE7u-ivitas-mask.png,1434
Ingi Deity,n/a,Seasonal,Event,https://dappervolk.com/img/items/1/1436-AYajB2Cw70-ingi-deity.png,1436
Ingi's Fiery Skin,n/a,Seasonal,Event,https://dappervolk.com/img/items/1/1437-Vd1rAv9Y5k-ingis-fiery-skin.png,1437
Ingi's Tattered Robes,n/a,Seasonal,Event,https://dappervolk.com/img/items/1/1438-uQy8Hx0ER8-ingis-tattered-robes.png,1438
Lovely Hearts,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1439-vjwlNyq1yo-lovely-hearts.png,1439
Broken Hearts,n/a,Rare,Affection,https://dappervolk.com/img/items/1/1440-T4xjZC4LI5-broken-hearts.png,1440
Rosethorn Discs,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1443-pGCdt9Qy9S-rosethorn-discs.png,1443
Rosethorn Backdrop,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1444-hAP5f42nYP-rosethorn-backdrop.png,1444
Rosethorn Vine Boots,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1445-U2pgTubust-rosethorn-vine-boots.png,1445
Rosethorn Petal Cloak,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1446-uGW4ecZ4Ut-rosethorn-petal-cloak.png,1446
Rosethorn Perception,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1447-sWNIIOMg2c-rosethorn-perception.png,1447
Rosethorn Floral Horns,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1448-chp9CSwDrn-rosethorn-floral-horns.png,1448
Rosethorn Lips,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1449-roldK4dgVN-rosethorn-lips.png,1449
Rosethorn Long Forest Hairstyle,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1450-lOQxo5edaA-rosethorn-long-forest-hairstyle.png,1450
Rosethorn Blue Rose Tights,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1451-wuoBH2mFNR-rosethorn-blue-rose-tights.png,1451
Rosethorn Short Hairstyle,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1452-FdFisDNq1X-rosethorn-short-hairstyle.png,1452
Rosethorn Decora Skin,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1453-zpjG0MzuQ4-rosethorn-decora-skin.png,1453
Rosethorn Sweeping Drapes,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1454-BXBZo5QuXu-rosethorn-sweeping-drapes.png,1454
Clear Green Human Eyes,Declan,Common,Peddler's Port,https://dappervolk.com/img/items/1/1455-8LSH8Au5Pd-clear-green-human-eyes.png,1455
Summer Fairy Wings,n/a,Seasonal,Event,https://dappervolk.com/img/items/1/1458-YTcDLCzQN7-summer-fairy-wings.png,1458
Thalies' Antlers,n/a,Seasonal,Adventuring,https://dappervolk.com/img/items/1/1463-oCEBHbLGsI-thalies-antlers.png,1463
Thalies' Emblem,n/a,Seasonal,Adventuring,https://dappervolk.com/img/items/1/1464-Xwc5ifYKYe-thalies-emblem.png,1464
Leviathan Top,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1466-lKoLfejlIa-leviathan-top.png,1466
Leviathan Boots,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1467-i3xgz7cHUy-leviathan-boots.png,1467
Leviathan Necklace,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1468-fXO5kqPOoA-leviathan-necklace.png,1468
Leviathan Diadem,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1469-4AzJCL3Gfe-leviathan-diadem.png,1469
Leviathan Mesmer,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1470-EwVWC2jkeV-leviathan-mesmer.png,1470
Leviathan Claws,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1471-a9Bi2Fll8R-leviathan-claws.png,1471
Leviathan Gradated Hair,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1472-CChAG0vb21-leviathan-gradated-hair.png,1472
Leviathan Lips,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1473-43R43vYbpf-leviathan-lips.png,1473
Leviathan Greaves,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1474-xmvkfkFX1A-leviathan-greaves.png,1474
Leviathan Tied Hair,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1475-n3mJ2LOXg9-leviathan-tied-hair.png,1475
Leviathan Tail,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1476-lKl047YmO9-leviathan-tail.png,1476
Leviathan Trident,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1477-bpaaM6npFZ-leviathan-trident.png,1477
Circus Unicorn Baton,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1480-0t6WWnqnZm-circus-unicorn-baton.png,1480
Circus Unicorn Backdrop,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1481-1HXhaifqEf-circus-unicorn-backdrop.png,1481
Circus Unicorn Rose Border,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1482-QiCUQnOo1w-circus-unicorn-rose-border.png,1482
Circus Unicorn's Trust,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1483-Q8bUQiHpCD-circus-unicorns-trust.png,1483
Circus Unicorn Lips,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1484-5ZQRRzYE4A-circus-unicorn-lips.png,1484
Circus Unicorn Overalls,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1485-Mb8A5HxxpE-circus-unicorn-overalls.png,1485
Circus Unicorn Pigtails,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1486-CnBaBLACxw-circus-unicorn-pigtails.png,1486
Circus Unicorn Pony,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1487-zjZqUACVnK-circus-unicorn-pony.png,1487
Circus Unicorn Ruffles,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1488-huR8zaZf2D-circus-unicorn-ruffles.png,1488
Circus Unicorn Blouse,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1489-yxknLWlgwq-circus-unicorn-blouse.png,1489
Circus Unicorn Hooves,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1490-zDyrpp1nAp-circus-unicorn-hooves.png,1490
Circus Unicorn Mohawk,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1491-68V4VM9Ejs-circus-unicorn-mohawk.png,1491
Circus Unicorn Skin,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1492-EFILbY4Qvh-circus-unicorn-skin.png,1492
Circus Unicorn Tail,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1493-NtlX81diab-circus-unicorn-tail.png,1493
Circus Unicorn Tutu,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1494-6UOi60ASTv-circus-unicorn-tutu.png,1494
Circus Unicorn's Horn,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1495-fAnHV9dWdh-circus-unicorns-horn.png,1495
Masked Wanderer Coat,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1497-dmkOmICvB5-masked-wanderer-coat.png,1497
Masked Wanderer Dragon,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1498-s6KXSE2ab7-masked-wanderer-dragon.png,1498
Masked Wanderer Reverie,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1499-x645QenY8a-masked-wanderer-reverie.png,1499
Masked Wanderer Head Scarf,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1500-BaUTM9KG9d-masked-wanderer-head-scarf.png,1500
Masked Wanderer Lantern,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1501-bKhYRwn5X8-masked-wanderer-lantern.png,1501
Masked Wanderer Deer Legs,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1502-60RrS06RUP-masked-wanderer-deer-legs.png,1502
Masked Wanderer Long Hair,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1503-NvoqmMtabO-masked-wanderer-long-hair.png,1503
Masked Wanderer Lion Mask,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1504-eqNKvLaFNg-masked-wanderer-lion-mask.png,1504
Masked Wanderer Owl Mask,Oran,Limited,Monthly,https://dappervolk.com/img/items/1/1505-lN1yvJb1vE-masked-wanderer-owl-mask.png,1505
Masked Wanderer Saber Mask,Pai,Limited,Monthly,https://dappervolk.com/img/items/1/1506-vavqGg1rTw-masked-wanderer-saber-mask.png,1506
